,date_time,start,end,p1,p2,Exchange Number,timeframe,ticker_symbol
72,2022-04-01 06:34:00,175.5,175.5,175.5,175.5,1000,1min,AAPL
73,2022-04-01 06:37:00,175.51,175.51,175.51,175.51,150,1min,AAPL
74,2022-04-01 06:38:00,175.5,175.5,175.49,175.5,20092,1min,AAPL
75,2022-04-01 06:39:00,175.49,175.49,175.49,175.49,150,1min,AAPL
76,2022-04-01 06:40:00,175.5,175.5,175.49,175.49,5161,1min,AAPL
77,2022-04-01 06:43:00,175.57,175.6,175.57,175.6,5065,1min,AAPL
78,2022-04-01 06:44:00,175.6,175.68,175.5,175.68,1237,1min,AAPL
79,2022-04-01 06:45:00,175.51,175.51,175.51,175.51,1350,1min,AAPL
80,2022-04-01 06:47:00,175.52,175.55,175.52,175.55,273,1min,AAPL
81,2022-04-01 06:48:00,175.51,175.51,175.5,175.51,350,1min,AAPL
82,2022-04-01 06:52:00,175.6,175.6,175.6,175.6,882,1min,AAPL
83,2022-04-01 06:53:00,175.72,175.72,175.51,175.51,659,1min,AAPL
84,2022-04-01 06:54:00,175.55,175.55,175.55,175.55,100,1min,AAPL
85,2022-04-01 06:55:00,175.47,175.55,175.45,175.55,891,1min,AAPL
86,2022-04-01 06:56:00,175.55,175.55,175.55,175.55,374,1min,AAPL
87,2022-04-01 06:58:00,175.5,175.5,175.5,175.5,4862,1min,AAPL
88,2022-04-01 07:00:00,175.54,175.6,175.4,175.4,14352,1min,AAPL
89,2022-04-01 07:01:00,175.41,175.41,175.41,175.41,2420,1min,AAPL
90,2022-04-01 07:02:00,175.39,175.39,175.29,175.29,3791,1min,AAPL
91,2022-04-01 07:03:00,175.25,175.25,175.16,175.16,6700,1min,AAPL
92,2022-04-01 07:04:00,175.19,175.19,175.09,175.1,5228,1min,AAPL
93,2022-04-01 07:05:00,175.09,175.09,175.05,175.09,2568,1min,AAPL
94,2022-04-01 07:06:00,175.19,175.19,175.19,175.19,200,1min,AAPL
95,2022-04-01 07:07:00,175.17,175.18,175.16,175.16,1361,1min,AAPL
96,2022-04-01 07:08:00,175.11,175.15,175.11,175.11,958,1min,AAPL
97,2022-04-01 07:10:00,175.11,175.11,175.11,175.11,393,1min,AAPL
98,2022-04-01 07:12:00,175.06,175.09,175.04,175.09,1550,1min,AAPL
99,2022-04-01 07:13:00,175.1,175.1,175.1,175.1,100,1min,AAPL
100,2022-04-01 07:14:00,175.09,175.09,175.09,175.09,400,1min,AAPL
101,2022-04-01 07:15:00,175.09,175.09,175.08,175.09,478,1min,AAPL
102,2022-04-01 07:17:00,175.08,175.12,175.04,175.11,4088,1min,AAPL
103,2022-04-01 07:18:00,175.15,175.16,175.15,175.16,2400,1min,AAPL
104,2022-04-01 07:19:00,175.15,175.15,175.06,175.06,650,1min,AAPL
105,2022-04-01 07:20:00,175.05,175.1,175.03,175.03,3909,1min,AAPL
106,2022-04-01 07:21:00,175.02,175.02,175.0,175.0,24430,1min,AAPL
107,2022-04-01 07:22:00,174.96,174.98,174.95,174.98,6060,1min,AAPL
108,2022-04-01 07:23:00,174.99,175.04,174.99,175.03,2100,1min,AAPL
109,2022-04-01 07:24:00,175.02,175.02,174.98,174.98,11587,1min,AAPL
110,2022-04-01 07:25:00,174.98,174.99,174.98,174.99,300,1min,AAPL
111,2022-04-01 07:26:00,175.0,175.0,174.99,174.99,3515,1min,AAPL
112,2022-04-01 07:27:00,174.96,174.96,174.9,174.9,3500,1min,AAPL
113,2022-04-01 07:28:00,174.9,174.9,174.9,174.9,755,1min,AAPL
114,2022-04-01 07:29:00,174.88,174.88,174.8,174.8,2614,1min,AAPL
115,2022-04-01 07:30:00,174.76,174.76,174.72,174.73,2627,1min,AAPL
116,2022-04-01 07:31:00,174.75,174.82,174.69,174.74,5240,1min,AAPL
117,2022-04-01 07:32:00,174.75,174.75,174.75,174.75,200,1min,AAPL
118,2022-04-01 07:33:00,174.75,174.8,174.74,174.8,3232,1min,AAPL
119,2022-04-01 07:34:00,174.84,174.85,174.84,174.85,1099,1min,AAPL
120,2022-04-01 07:35:00,174.92,174.98,174.92,174.98,216,1min,AAPL
121,2022-04-01 07:36:00,174.92,174.92,174.89,174.89,400,1min,AAPL
122,2022-04-01 07:37:00,174.87,174.87,174.87,174.87,200,1min,AAPL
123,2022-04-01 07:38:00,174.88,174.88,174.87,174.87,547,1min,AAPL
124,2022-04-01 07:40:00,174.95,174.95,174.95,174.95,693,1min,AAPL
125,2022-04-01 07:42:00,174.95,174.95,174.95,174.95,100,1min,AAPL
126,2022-04-01 07:44:00,174.93,174.94,174.93,174.94,1610,1min,AAPL
127,2022-04-01 07:47:00,174.94,174.95,174.94,174.95,1313,1min,AAPL
128,2022-04-01 07:48:00,174.94,174.95,174.94,174.95,11610,1min,AAPL
129,2022-04-01 07:49:00,174.95,174.95,174.94,174.94,4028,1min,AAPL
130,2022-04-01 07:50:00,174.94,174.94,174.93,174.93,700,1min,AAPL
131,2022-04-01 07:51:00,174.92,174.92,174.9,174.9,891,1min,AAPL
132,2022-04-01 07:52:00,174.88,174.88,174.81,174.81,3170,1min,AAPL
133,2022-04-01 07:53:00,174.8,174.85,174.8,174.85,5686,1min,AAPL
134,2022-04-01 07:54:00,174.84,174.85,174.84,174.84,799,1min,AAPL
135,2022-04-01 07:55:00,174.84,174.85,174.84,174.85,4830,1min,AAPL
136,2022-04-01 07:56:00,174.85,174.85,174.84,174.84,300,1min,AAPL
137,2022-04-01 07:57:00,174.85,174.85,174.83,174.84,1691,1min,AAPL
138,2022-04-01 07:58:00,174.83,174.85,174.83,174.85,1152,1min,AAPL
139,2022-04-01 07:59:00,174.83,174.86,174.82,174.82,4242,1min,AAPL
140,2022-04-01 08:00:00,175.49,175.52,174.72,174.8,116008,1min,AAPL
141,2022-04-01 08:01:00,174.88,174.89,174.36,174.78,10867,1min,AAPL
142,2022-04-01 08:02:00,174.174,174.83,174.174,174.81,1850,1min,AAPL
143,2022-04-01 08:03:00,174.85,174.85,174.78,174.78,7712,1min,AAPL
144,2022-04-01 08:04:00,174.78,174.79,174.78,174.79,1900,1min,AAPL
145,2022-04-01 08:05:00,174.81,174.81,174.81,174.81,3150,1min,AAPL
146,2022-04-01 08:06:00,174.81,174.81,174.79,174.79,700,1min,AAPL
147,2022-04-01 08:07:00,174.83,174.83,174.829,174.83,648,1min,AAPL
148,2022-04-01 08:08:00,174.85,174.92,174.85,174.92,500,1min,AAPL
149,2022-04-01 08:09:00,174.9,174.9,174.9,174.9,4570,1min,AAPL
150,2022-04-01 08:10:00,174.89,174.89,174.87,174.87,5512,1min,AAPL
151,2022-04-01 08:11:00,174.9,174.91,174.9,174.9,3163,1min,AAPL
152,2022-04-01 08:12:00,174.9,174.9,174.89,174.9,12215,1min,AAPL
153,2022-04-01 08:13:00,174.9,174.91,174.9,174.91,1015,1min,AAPL
154,2022-04-01 08:14:00,174.91,174.92,174.89,174.89,7774,1min,AAPL
155,2022-04-01 08:15:00,174.81,174.89,174.81,174.88,8656,1min,AAPL
156,2022-04-01 08:16:00,174.9,174.9,174.9,174.9,200,1min,AAPL
157,2022-04-01 08:17:00,174.9,174.95,174.83,174.92,14281,1min,AAPL
158,2022-04-01 08:18:00,174.91,174.91,174.8501,174.87,3945,1min,AAPL
159,2022-04-01 08:19:00,174.8701,174.9199,174.86,174.871,4037,1min,AAPL
160,2022-04-01 08:20:00,174.9,174.9,174.9,174.9,385,1min,AAPL
161,2022-04-01 08:21:00,174.9,174.92,174.87,174.92,6761,1min,AAPL
162,2022-04-01 08:22:00,174.92,174.92,174.92,174.92,200,1min,AAPL
163,2022-04-01 08:23:00,174.92,174.92,174.9,174.9,2700,1min,AAPL
164,2022-04-01 08:24:00,174.9,174.96,174.9,174.96,1088,1min,AAPL
165,2022-04-01 08:25:00,174.98,174.98,174.95,174.96,600,1min,AAPL
166,2022-04-01 08:26:00,174.91,174.93,174.91,174.93,586,1min,AAPL
167,2022-04-01 08:27:00,174.92,174.92,174.88,174.88,4056,1min,AAPL
168,2022-04-01 08:28:00,174.88,174.88,174.8,174.8,3434,1min,AAPL
169,2022-04-01 08:29:00,174.82,174.88,174.82,174.88,300,1min,AAPL
170,2022-04-01 08:30:00,174.89,174.96,174.69,174.69,14652,1min,AAPL
171,2022-04-01 08:31:00,174.82,174.83,174.49,174.52,34975,1min,AAPL
172,2022-04-01 08:32:00,174.6,174.6,174.33,174.45,36685,1min,AAPL
173,2022-04-01 08:33:00,174.44,174.45,174.29,174.4,34567,1min,AAPL
174,2022-04-01 08:34:00,174.44,174.5,174.4,174.5,10541,1min,AAPL
175,2022-04-01 08:35:00,174.45,174.55,174.45,174.55,31724,1min,AAPL
176,2022-04-01 08:36:00,174.55,174.55,174.34,174.4,9564,1min,AAPL
177,2022-04-01 08:37:00,174.4,174.45,174.37,174.43,6564,1min,AAPL
178,2022-04-01 08:38:00,174.45,174.63,174.45,174.58,10226,1min,AAPL
179,2022-04-01 08:39:00,174.57,174.61,174.47,174.47,6690,1min,AAPL
180,2022-04-01 08:40:00,174.5,174.5,174.45,174.45,2598,1min,AAPL
181,2022-04-01 08:41:00,174.44,174.44,174.22,174.22,14664,1min,AAPL
182,2022-04-01 08:42:00,174.22,174.25,173.9,173.9,34874,1min,AAPL
183,2022-04-01 08:43:00,173.98,174.0,173.76,173.8,18028,1min,AAPL
184,2022-04-01 08:44:00,173.81,174.0,173.71,173.97,10997,1min,AAPL
185,2022-04-01 08:45:00,173.95,173.99,173.78,173.87,7798,1min,AAPL
186,2022-04-01 08:46:00,173.88,173.93,173.87,173.89,8828,1min,AAPL
187,2022-04-01 08:47:00,173.89,173.89,173.85,173.85,5263,1min,AAPL
188,2022-04-01 08:48:00,173.88,173.92,173.88,173.92,8234,1min,AAPL
189,2022-04-01 08:49:00,173.88,173.9,173.79,173.8,23328,1min,AAPL
190,2022-04-01 08:50:00,173.77,173.8,173.56,173.57,31200,1min,AAPL
191,2022-04-01 08:51:00,173.56,173.93,173.56,173.85,17723,1min,AAPL
192,2022-04-01 08:52:00,173.9,173.9,173.85,173.9,6140,1min,AAPL
193,2022-04-01 08:53:00,173.86,173.91,173.8,173.8,7529,1min,AAPL
194,2022-04-01 08:54:00,173.77,173.8,173.71,173.71,3382,1min,AAPL
195,2022-04-01 08:55:00,173.71,173.75,173.64,173.67,22222,1min,AAPL
196,2022-04-01 08:56:00,173.75,173.8,173.56,173.56,5181,1min,AAPL
197,2022-04-01 08:57:00,173.57,173.57,173.35,173.52,27698,1min,AAPL
198,2022-04-01 08:58:00,173.5,173.78,173.5,173.74,25785,1min,AAPL
199,2022-04-01 08:59:00,173.74,173.75,173.6,173.6,29543,1min,AAPL
200,2022-04-01 09:00:00,173.65,173.67,173.55,173.6,18093,1min,AAPL
201,2022-04-01 09:01:00,173.66,173.7,173.61,173.62,9482,1min,AAPL
202,2022-04-01 09:02:00,173.66,173.66,173.4,173.4,20539,1min,AAPL
203,2022-04-01 09:03:00,173.42,173.47,173.4,173.47,14775,1min,AAPL
204,2022-04-01 09:04:00,173.4401,173.4401,173.3,173.3,18326,1min,AAPL
205,2022-04-01 09:05:00,173.3,173.46,173.26,173.46,28783,1min,AAPL
206,2022-04-01 09:06:00,173.44,173.61,173.4,173.5,36723,1min,AAPL
207,2022-04-01 09:07:00,173.5,173.63,173.5,173.57,7217,1min,AAPL
208,2022-04-01 09:08:00,173.6,173.71,173.26,173.5,35464,1min,AAPL
209,2022-04-01 09:09:00,173.4999,173.5,173.4,173.5,9329,1min,AAPL
210,2022-04-01 09:10:00,173.45,173.5,173.45,173.5,3375,1min,AAPL
211,2022-04-01 09:11:00,173.5,173.6,173.5,173.59,13653,1min,AAPL
212,2022-04-01 09:12:00,173.54,173.54,173.44,173.44,5203,1min,AAPL
213,2022-04-01 09:13:00,173.44,173.53,173.44,173.53,1604,1min,AAPL
214,2022-04-01 09:14:00,173.55,173.67,173.55,173.67,13159,1min,AAPL
215,2022-04-01 09:15:00,173.66,173.74,173.66,173.73,16804,1min,AAPL
216,2022-04-01 09:16:00,173.74,173.77,173.7,173.73,7903,1min,AAPL
217,2022-04-01 09:17:00,173.7,173.76,173.69,173.71,9711,1min,AAPL
218,2022-04-01 09:18:00,173.7,173.73,173.6,173.6,6880,1min,AAPL
219,2022-04-01 09:19:00,173.65,173.65,173.5,173.56,1900,1min,AAPL
220,2022-04-01 09:20:00,173.57,173.64,173.54,173.64,6191,1min,AAPL
221,2022-04-01 09:21:00,173.65,173.65,173.4,173.4,13507,1min,AAPL
222,2022-04-01 09:22:00,173.41,173.56,173.37,173.55,18443,1min,AAPL
223,2022-04-01 09:23:00,173.6,173.64,173.57,173.64,5985,1min,AAPL
224,2022-04-01 09:24:00,173.6,173.67,173.58,173.65,4222,1min,AAPL
225,2022-04-01 09:25:00,173.58,173.66,173.56,173.58,8595,1min,AAPL
226,2022-04-01 09:26:00,173.58,173.76,173.55,173.7,8869,1min,AAPL
227,2022-04-01 09:27:00,173.74,173.92,173.63,173.92,10975,1min,AAPL
228,2022-04-01 09:28:00,173.9,173.93,173.8,173.85,25828,1min,AAPL
229,2022-04-01 09:29:00,173.85,174.02,173.85,173.99,30405,1min,AAPL
230,2022-04-01 09:30:00,173.99,174.47,173.22,174.46,1455523,1min,AAPL
231,2022-04-01 09:31:00,174.465,174.8,174.18,174.7281,436682,1min,AAPL
232,2022-04-01 09:32:00,174.7101,174.832,174.38,174.77,302665,1min,AAPL
233,2022-04-01 09:33:00,174.76,174.88,174.3735,174.46,306284,1min,AAPL
234,2022-04-01 09:34:00,174.46,174.5194,174.14,174.14,246908,1min,AAPL
235,2022-04-01 09:35:00,174.1219,174.1277,173.68,174.0174,347321,1min,AAPL
236,2022-04-01 09:36:00,174.0,174.072,173.7429,173.88,241547,1min,AAPL
237,2022-04-01 09:37:00,173.87,174.19,173.81,174.17,284935,1min,AAPL
238,2022-04-01 09:38:00,174.18,174.19,173.88,173.935,250937,1min,AAPL
239,2022-04-01 09:39:00,173.931,174.03,173.67,173.67,262950,1min,AAPL
240,2022-04-01 09:40:00,173.67,173.86,173.59,173.75,307371,1min,AAPL
241,2022-04-01 09:41:00,173.75,174.0,173.72,173.93,251794,1min,AAPL
242,2022-04-01 09:42:00,173.95,174.09,173.86,174.08,214895,1min,AAPL
243,2022-04-01 09:43:00,174.08,174.17,173.87,173.9,241810,1min,AAPL
244,2022-04-01 09:44:00,173.9,174.0552,173.8,174.01,252556,1min,AAPL
245,2022-04-01 09:45:00,173.98,174.09,173.79,173.9501,262144,1min,AAPL
246,2022-04-01 09:46:00,173.94,173.95,173.7301,173.75,257855,1min,AAPL
247,2022-04-01 09:47:00,173.75,173.86,173.7,173.82,221844,1min,AAPL
248,2022-04-01 09:48:00,173.79,174.0,173.7,173.75,242811,1min,AAPL
249,2022-04-01 09:49:00,173.73,173.8,173.68,173.74,200983,1min,AAPL
250,2022-04-01 09:50:00,173.73,173.87,173.6,173.6,242234,1min,AAPL
251,2022-04-01 09:51:00,173.59,173.6006,173.1701,173.23,392585,1min,AAPL
252,2022-04-01 09:52:00,173.24,173.36,173.09,173.145,345463,1min,AAPL
253,2022-04-01 09:53:00,173.14,173.15,172.86,172.94,544019,1min,AAPL
254,2022-04-01 09:54:00,172.93,173.2,172.93,173.0401,253947,1min,AAPL
255,2022-04-01 09:55:00,173.06,173.112,172.9,172.9406,234458,1min,AAPL
256,2022-04-01 09:56:00,172.945,173.01,172.8001,172.8148,293035,1min,AAPL
257,2022-04-01 09:57:00,172.8271,172.87,172.78,172.79,262311,1min,AAPL
258,2022-04-01 09:58:00,172.78,172.8599,172.6,172.795,349966,1min,AAPL
259,2022-04-01 09:59:00,172.7931,172.89,172.75,172.84,270439,1min,AAPL
260,2022-04-01 10:00:00,172.83,172.84,172.56,172.69,293944,1min,AAPL
261,2022-04-01 10:01:00,172.67,172.8,172.51,172.61,255648,1min,AAPL
262,2022-04-01 10:02:00,172.61,172.89,172.57,172.89,330405,1min,AAPL
263,2022-04-01 10:03:00,172.89,173.2499,172.88,172.901,451476,1min,AAPL
264,2022-04-01 10:04:00,172.9,173.2,172.875,173.07,210828,1min,AAPL
265,2022-04-01 10:05:00,173.07,173.44,173.0623,173.44,283749,1min,AAPL
266,2022-04-01 10:06:00,173.43,173.79,173.0,173.765,410310,1min,AAPL
267,2022-04-01 10:07:00,173.76,173.855,173.59,173.695,210890,1min,AAPL
268,2022-04-01 10:08:00,173.68,173.81,173.59,173.59,158368,1min,AAPL
269,2022-04-01 10:09:00,173.57,173.7,173.5,173.52,180155,1min,AAPL
270,2022-04-01 10:10:00,173.5,173.69,173.47,173.6,120351,1min,AAPL
271,2022-04-01 10:11:00,173.6,173.807,173.52,173.7,117560,1min,AAPL
272,2022-04-01 10:12:00,173.69,173.75,173.57,173.72,107836,1min,AAPL
273,2022-04-01 10:13:00,173.73,174.03,173.73,173.97,292715,1min,AAPL
274,2022-04-01 10:14:00,173.96,174.17,173.91,174.105,248327,1min,AAPL
275,2022-04-01 10:15:00,174.1111,174.12,173.82,173.99,248959,1min,AAPL
276,2022-04-01 10:16:00,173.995,174.02,173.89,173.98,153222,1min,AAPL
277,2022-04-01 10:17:00,173.96,174.07,173.84,173.955,194565,1min,AAPL
278,2022-04-01 10:18:00,173.95,173.99,173.75,173.75,155976,1min,AAPL
279,2022-04-01 10:19:00,173.75,173.81,173.49,173.5291,193410,1min,AAPL
280,2022-04-01 10:20:00,173.53,173.69,173.3,173.335,218029,1min,AAPL
281,2022-04-01 10:21:00,173.33,173.42,173.2,173.23,132052,1min,AAPL
282,2022-04-01 10:22:00,173.235,173.31,173.15,173.18,136483,1min,AAPL
283,2022-04-01 10:23:00,173.19,173.22,173.07,173.2,153323,1min,AAPL
284,2022-04-01 10:24:00,173.165,173.29,173.16,173.27,140321,1min,AAPL
285,2022-04-01 10:25:00,173.28,173.32,173.125,173.17,111406,1min,AAPL
286,2022-04-01 10:26:00,173.16,173.22,173.0153,173.025,149363,1min,AAPL
287,2022-04-01 10:27:00,173.03,173.21,172.98,173.21,182680,1min,AAPL
288,2022-04-01 10:28:00,173.21,173.3376,173.11,173.11,192839,1min,AAPL
289,2022-04-01 10:29:00,173.105,173.25,173.1042,173.25,112236,1min,AAPL
290,2022-04-01 10:30:00,173.24,173.425,173.24,173.359,222809,1min,AAPL
291,2022-04-01 10:31:00,173.355,173.455,173.23,173.294,206478,1min,AAPL
292,2022-04-01 10:32:00,173.285,173.34,173.23,173.315,88820,1min,AAPL
293,2022-04-01 10:33:00,173.31,173.31,173.095,173.13,150562,1min,AAPL
294,2022-04-01 10:34:00,173.14,173.39,173.0,173.36,210776,1min,AAPL
295,2022-04-01 10:35:00,173.37,173.55,173.37,173.55,154515,1min,AAPL
296,2022-04-01 10:36:00,173.555,173.67,173.55,173.5596,144118,1min,AAPL
297,2022-04-01 10:37:00,173.5572,173.82,173.54,173.765,181900,1min,AAPL
298,2022-04-01 10:38:00,173.76,173.8099,173.6005,173.65,122342,1min,AAPL
299,2022-04-01 10:39:00,173.65,173.67,173.545,173.585,96565,1min,AAPL
300,2022-04-01 10:40:00,173.58,173.61,173.44,173.45,131680,1min,AAPL
301,2022-04-01 10:41:00,173.44,173.45,173.28,173.3324,145399,1min,AAPL
302,2022-04-01 10:42:00,173.35,173.77,173.29,173.6964,193633,1min,AAPL
303,2022-04-01 10:43:00,173.695,173.9,173.695,173.84,137512,1min,AAPL
304,2022-04-01 10:44:00,173.84,173.87,173.75,173.82,89437,1min,AAPL
305,2022-04-01 10:45:00,173.83,173.9,173.76,173.86,101570,1min,AAPL
306,2022-04-01 10:46:00,173.85,173.875,173.73,173.74,109433,1min,AAPL
307,2022-04-01 10:47:00,173.7341,173.8255,173.6415,173.695,137428,1min,AAPL
308,2022-04-01 10:48:00,173.71,173.94,173.695,173.85,141763,1min,AAPL
309,2022-04-01 10:49:00,173.84,173.8699,173.72,173.775,100351,1min,AAPL
310,2022-04-01 10:50:00,173.78,173.87,173.74,173.74,115379,1min,AAPL
311,2022-04-01 10:51:00,173.7403,173.85,173.7,173.7992,97796,1min,AAPL
312,2022-04-01 10:52:00,173.798,173.9,173.76,173.82,130626,1min,AAPL
313,2022-04-01 10:53:00,173.8001,173.855,173.75,173.845,92515,1min,AAPL
314,2022-04-01 10:54:00,173.84,173.89,173.7514,173.79,98710,1min,AAPL
315,2022-04-01 10:55:00,173.785,173.79,173.72,173.7514,121209,1min,AAPL
316,2022-04-01 10:56:00,173.75,173.875,173.73,173.83,110957,1min,AAPL
317,2022-04-01 10:57:00,173.83,173.89,173.72,173.8,120780,1min,AAPL
318,2022-04-01 10:58:00,173.795,174.02,173.78,173.98,161694,1min,AAPL
319,2022-04-01 10:59:00,173.97,174.0,173.8,173.9,151654,1min,AAPL
320,2022-04-01 11:00:00,173.9,173.93,173.74,173.755,116348,1min,AAPL
321,2022-04-01 11:01:00,173.75,173.8,173.715,173.74,118977,1min,AAPL
322,2022-04-01 11:02:00,173.73,173.865,173.65,173.86,210837,1min,AAPL
323,2022-04-01 11:03:00,173.86,174.0199,173.84,173.96,185747,1min,AAPL
324,2022-04-01 11:04:00,173.949,173.96,173.79,173.855,82528,1min,AAPL
325,2022-04-01 11:05:00,173.83,173.87,173.72,173.845,127482,1min,AAPL
326,2022-04-01 11:06:00,173.851,173.86,173.73,173.7652,85574,1min,AAPL
327,2022-04-01 11:07:00,173.75,173.81,173.58,173.6709,168391,1min,AAPL
328,2022-04-01 11:08:00,173.6744,173.87,173.6715,173.78,144796,1min,AAPL
329,2022-04-01 11:09:00,173.77,173.87,173.74,173.84,121535,1min,AAPL
330,2022-04-01 11:10:00,173.83,173.83,173.66,173.6954,78503,1min,AAPL
331,2022-04-01 11:11:00,173.695,173.7119,173.61,173.65,61092,1min,AAPL
